id,url,name,description,outings,typeOfCourse,duration
13,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=23141,Licenciatura em Engenharia Física ,"Totalmente partilhada entre a Faculdade de Ciências (FCUP) e a Faculdade de Engenharia (FEUP), a Licenciatura em Engenharia Física é altamente multidisciplinar e baseia-se numa forte formação científica em Física e Matemática, complementada com uma avançada formação tecnológica em Engenharia. Esta sinergia contribui para maximizar a abrangência da oferta educativa, permitindo formar profissionais habilitados a praticar atos de Engenharia, baseados nos conhecimentos adquiridos nas áreas de especialização, nomeadamente em Materiais Avançados, Micro e Nano Dispositivos, Nanotecnologia, Spintrónica, Ótica, Optoelectrónica, Lasers, Comunicação e Instrumentação, em aspetos fundamentais e aplicados, orientados para a Engenharia.","- Investigação e desenvolvimento industrial- Empresas de serviços, consultadoria e gestão tecnológica- Laboratórios de controlo de qualidade e certificação- Orientação para domínios como os da Metrologia, Tecnologias de Saúde e Biologia, Sistemas de Informação e Comunicação, Tecnologias de Criogenia e Alto Vácuo, Materiais Funcionais e Micro/Nano Dispositivos em Eletrónica, Optoelectrónica e Comunicações, Sensorização, Lasers e Instrumentação",Licenciatura,6 Semestres / 180 ECTS
46,https://sigarra.up.pt/flup/pt/cur_geral.cur_view?pv_curso_id=456,Licenciatura em Línguas Aplicadas ,"Dividida em dois perfis distintos (Tradução e Línguas Aplicadas às Relações Empresariais), a licenciatura em Línguas Aplicadas ajuda-te a desenvolver a competência linguístico-comunicativa, tanto na língua materna como nas línguas estrangeiras, e a adquirir e aplicar conhecimentos e competências essenciais para o exercício profissional da Tradução e de áreas afins. Ao longo do curso, vais ainda adquirir conceitos indispensáveis para a compreensão e análise de fenómenos linguísticos e culturais.","Profissões nas áreas de: Tradução, Gestão, Mediação Cultural, Serviços, Relações Públicas e Indústrias Culturais.",Licenciatura,6 Semestres / 180 ECTS
14,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=19941,Licenciatura em Engenharia Geoespacial ,"A Licenciatura em Engenharia Geoespacial da FCUP proporciona-te uma sólida formação nas ciências fundamentais e na informática com áreas tecnológicas específicas tais como a deteção remota, o posicionamento por satélite e os sistemas de informação geográfica (SIG). Nas unidades curriculares da especialidade, vais ainda contactar com as mais recentes tecnologias de aquisição de informação georreferenciada, utilizando plataformas espaciais, aéreas e terrestres e marinhas","No setor privado, na administração pública, em instituições europeias ou na investigação científica:- Posicionamento e navegação por satélite- Processamento e análise de dados de deteção remota- Tratamento, agregação e disponibilização de informação em ambiente web- Exploração, manipulação e análise de informação geoespacial- Aquisição de informação geoespacial com recurso a veículos terrestres, marinhos e aéreos não tripulados (VANTs)- Desenvolvimento, implementação e disponibilização de aplicações SIG",Licenciatura,6 Semestres / 180 ECTS
15,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=888,Licenciatura em Física ,"A licenciatura em Física desafia-te a descobrir as leis que determinam o funcionamento do mundo! Para isso, combina reflexão e intuição, matemática avançada, computação e envolvência experimental, que te ajudarão a compreender (e dar a compreender) os diferentes fenómenos naturais e a utilizar os sistemas e processos tecnológicos que suportam essas leis. Abre-te ainda as portas para uma formação pós-graduada em áreas como a Astronomia, Engenharia Física, Física Médica, entre muitas outras.","Um Físico poderá exercer funções de investigador, professor, técnico e consultor em áreas variadas, desde a indústria ao ambiente empresarial, incluindo a Banca e os Seguros. Pode ainda ocupar cargos técnicos de nível intermédio (Laboratórios do Estado, Escolas, Controlo de Qualidade, Serviços/Departamentos de Física-Médica em Hospitais e Clínicas, Empresas de Equipamento Médico, Serviços Financeiros, Seguradoras, Indústrias, Tecnologia de Informação).",Licenciatura,6 Semestres / 180 ECTS
16,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=889,Licenciatura em Geologia ,"A Licenciatura em Geologia, dado o seu caráter multidisciplinar, garante uma formaçãoampla e diversificada nas mais variadas temáticas dentro desta área científica.O curso fornece competências de base para uma pós-graduação, assim como para o exercício de cargostécnicos em diferentes setores de atividade: prospeção, exploração e gestão de recursos minerais metálicos e não metálicos, hidrogeológicos e energéticos, apoio técnico em empresas de construção de estradas e barragens e em projetos de fundação de estruturas, orientação técnica de explorações mineiras, quer na fase de prospeção, quer na fase de exploração e tratamento, identificação de riscos de catástrofes naturais, avaliação de impactos ambientais e apoio técnico na respetiva mitigação.","- Empresas privadas nacionais e estrangeiras que operam nas áreas acima identificadas- Empresas Públicas, Câmaras Municipais, Instituições de Ensino Superior e de Investigação Científica e Técnica. - - Mercado principal de trabalho: Portugal, PALOP e países emergentes.",Licenciatura,6 Semestres / 180 ECTS
17,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=23521,Licenciatura em Inteligência Artificial e Ciência de Dados ,"A Licenciatura em Inteligência Artificial e Ciência de Dados (LIACD) é um curso inovador que tem como objetivo formar profissionais altamente qualificados na área de Inteligência Artificial e Ciência de Dados. Oferece uma forte formação em Ciência de Computadores / Engenharia Informática e sólidos conhecimentos em Matemática.Ao longo do curso, são trabalhadas competências em programação, algoritmia, estatística, métodos numéricos, otimização, aprendizagem computacional, processamento de imagem e de língua natural, robótica e sistemas Inteligentes, segurança e privacidade.",- Cientista de Dados- Especialista em Machine Learning- Analista de Dados- Especialista em Big Data- Especialista em Inteligência Artificial e Sistemas Inteligentes- Programador especializado em IA e CD- Outras funções genéricas da área da Ciência de Computadores,Licenciatura,6 Semestres / 180 ECTS
18,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=864,Licenciatura em Matemática ,"Números e fórmulas são a tua ""praia""? Neste curso encontrarás uma sólida e ampla formação básica, que te garantirá os conhecimentos fundamentais nas áreas principais da Matemática e o contacto com as suas aplicações. Como ""bónus"", podes personalizar parte do percurso académico de acordo com as tuas orientações vocacionais e expectativas profissionais, usufruindo da multidisciplinaridade do conhecimento na FCUP em ciências exatas e naturais, ciência de computadores e aplicações à tecnologia.","Diversos setores da indústria, serviços, tecnologia, atividades financeiras ligadas à banca e seguros, telecomunicações e transportes, exercendo funções em áreas variadas como modelação matemática, análise estatística, análise de dados e desenvolvimento de algoritmos e de software informático. O curso pode ainda abrir portas à frequência de ciclos de pós graduação (mestrados e/ou doutoramentos) em Matemática fundamental ou aplicada, e áreas afins, como Ciências, Engenharia, Economia, Gestão e Informática, entre outras.",Licenciatura,6 Semestres / 180 ECTS
19,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=26281,Licenciatura em Matemática Aplicada ,"A importância da Matemática no progresso científico-tecnológico das civilizações tem sido reconhecida desde sempre e continua a ganhar protagonismo na atualidade, marcada pela necessidade de abordagens quantitativas estruturadas, lógicas e inovadoras. O objetivo principal da Licenciatura em Matemática Aplicada é capacitar os estudantes para exercerem o papel transformador da Matemática na sociedade atual. Partindo de uma formação matemática consistente, serão capazes de modelar, simular e/ou apoiar argumentos ou decisões na resolução de problemas da ciência, da indústria ou dos serviços. O ingresso destes licenciados no mercado de trabalho virá dar resposta ao crescente interesse de variadas entidades empregadoras por formações em Matemática Aplicada, motivado pela complexidade dos desafios atuais e pela necessidade de inovação.","- Consultadoria Financeira e Serviços Actuariais, como Estudos de Mercado, Investimentos, Pricing, Risk Management e Seguros - Indústria, nomeadamente Aeroespacial, Biotecnologia, Distribuição, E-commerce, Energia, Engenharia, Farmacêutica, Tecnologias de Informação, Telecomunicações eTransportes- Instituições Públicas, como ARS, CIVISA, INE, INFARMED, INSA e IPMA- Institutos de Investigação, por exemplo nas áreas das Ciências da Saúde, Ciências Naturais, Engenharia e Matemática",Licenciatura,6 Semestres / 180 ECTS
20,https://sigarra.up.pt/fcup/pt/cur_geral.cur_view?pv_curso_id=865,Licenciatura em Química ,"Desperta o Einstein ou a Marie Curie que há em ti! No curso de Química, damos-te as ferramentas de que necessitas para aplicar em contextos tão diversos como: desenvolvimento de produto e produção industrial, integração em equipas de projeto e/ou de I&D nas áreas de química, engenharia química, ciência e engenharia de materiais, ciências farmacêuticas, biotecnologia, ciências alimentares, controlo de qualidade e ambiental, saúde ou energia, comercialização, demonstração e apoio técnico de equipamento industrial. E porque não seguires uma carreira de docência nos ensinos básico, secundário ou superior?","Tecido empresarial e industrial, Laboratórios de apoio à indústria, Laboratórios do estado, Laboratórios de controlo de qualidade, Empresas de comercialização de produtos e equipamentos, Escolas e universidades. Áreas de atuação: Indústria e sector alimentares, Investigação científica e desenvolvimento tecnológico, Investigação policial e criminal, indústria têxtil e calçado, setor comercial e apoio técnico em equipamentos, ciência e engenharia de novos materiais, sustentabilidade ambiental, indústria petroquímica e energia, biotecnologia, consultoria, gestão industrial e empresarial, ensino (mediante estudos complementares).",Licenciatura,6 Semestres / 180 ECTS
21,https://sigarra.up.pt/fcnaup/pt/cur_geral.cur_view?pv_curso_id=833,Licenciatura em Ciências da Nutrição ,"A Licenciatura em Ciências da Nutrição é um dos primeiros e, ainda hoje, um dos únicos cursos em Portugal orientados para a formação de futuros Nutricionistas. Na FCNAUP, encontrarás uma formação abrangente, com forte teor prático, que engloba o estudo e a investigação em matérias relacionadas com os alimentos e nutrimentos, mas também nos domínios da fisiologia e anatomia humana, biologia celular e molecular, química orgânica, imunologia, genética, saúde pública, entre outros.O estágio, sendo uma componente central da formação, realiza-se em contexto profissional durante o último semestre da licenciatura.","Um nutricionista pode exercer a sua profissão nas áreas da saúde pública, nutrição clínica, alimentação coletiva, desporto, indústria agroalimentar, investigação e ensino, podendo exercer, entre outros, em hospitais, centros de saúde, empresas, centros desportivos, farmácias, autarquias, instituições de ensino, tanto no setor público como privado.",Licenciatura,8 Semestres / 240 ECTS
22,https://sigarra.up.pt/fadeup/pt/cur_geral.cur_view?pv_curso_id=858,Licenciatura em Ciências do Desporto ,"Sabias que o curso de Ciências de Desporto da FADEUP está entre os melhores do mundo segundo alguns dos mais conceituados ranking internacionais? E não é por acaso. Ao longo da licenciatura, irás ""descobrir"" o Desporto na pluralidade das suas formas e perspetivas, com atividades direcionadas para a excelência desportiva, saúde, recreação, reabilitação, performance e transcendência da condição humana. Os ramos de especialização incluem: Treino Desportivo (andebol, atletismo, basquetebol, futebol, ginástica, natação, pólo aquático e voleibol), Desporto e Populações Especiais, Exercício e Saúde, e Gestão Desportiva.","Acesso ao 2º ciclo em Ensino de Educação Física nos Ensinos Básico e Secundário para a lecionação das disciplinas de Educação Física e outras, no sistema educativo público e privado, Treino desportivo, Exercício e Saúde - Atividade física, lazer, recreação, bem-estar das populações em geral e aconselhamento de estilos de vida ativos e saudáveis, Intervenção em populações com necessidades educativas especiais numa perspetiva de atividade física, recreação ou desporto adaptado, Gestão Desportiva (Gestor, Diretor, Consultor, Administrador, Assessor, Auditor, Empresário, Técnico Superior do Desporto) em diversas instituições.",Licenciatura,6 Semestres / 180 ECTS
23,https://sigarra.up.pt/fdup/pt/cur_geral.cur_view?pv_curso_id=574,Licenciatura em Criminologia ,"Neste curso pioneiro em Portugal, damos-te a oportunidade de estudar a fundo o fenómeno criminal. Articulando conhecimentos de diferentes áreas científicas - Direito, Ciências do Comportamento, Estatística, Ciências Forense, entre outras - e respetivos métodos, o curso de Criminologia dá-te as ferramentas para desempenhares atividades ligadas à análise criminológica, planeamento de políticas criminais, conceção e execução de programas de prevenção, intervenção comunitária, mediação, consultadoria em diversas áreas, conceção de políticas sociais e penais, investigação científica e ensino.","Forças policiais, sistema prisional, serviços de reinserção social e execução de medidas e penas, centros educativos para menores delinquentes, centros de acolhimento para crianças e jovens e de assistência a vítimas, programas de prevenção em diferentes contextos (institucional, escolas, projetos comunitários) dirigidos à promoção de comportamentos pró-sociais de crianças e jovens, projetos de prevenção e tratamento da toxicodependência, de prevenção na área da criminalidade e da segurança, de investigação científica e ensino da criminologia.",Licenciatura,8 Semestres / 240 ECTS
24,https://sigarra.up.pt/fdup/pt/cur_geral.cur_view?pv_curso_id=593,Licenciatura em Direito ,"Direcionado para a formação de licenciados aptos para a atividade jurídica, o curso de Direito está estruturado de forma a proporcionar-te os conhecimentos essenciais sobre as diferentes áreas do ordenamento jurídico: ciências privatísticas, ciências políticas, ciências históricas, ciências económicas, ciências criminais, ciências administrativas e direito da União Europeia. Terás ainda disciplinas opcionais que te permitem adequar a tua formação à variedade exigida pela vida profissional.","Advocacia, Magistratura Judicial, Magistratura do Ministério Público, Diplomacia, Notariado, Registos, Polícia Judiciária, Solicitadoria, Consultadoria Jurídica a empresas, Juízes de paz e mediadores.",Licenciatura,8 Semestres / 240 ECTS
25,https://sigarra.up.pt/fep/pt/cur_geral.cur_view?pv_curso_id=1052,Licenciatura em Economia ,"A Licenciatura em Economia é um curso de banda larga que fornece formação em economia, mas também na área da gestão, a que se juntam diversas áreas instrumentais, como são os casos dos métodos quantitativos, do direito e da contabilidade.Para o estudante que no final da Licenciatura pretenda ingressar no mercado de trabalho, a formação obtida garante-lhe as ferramentas básicas para o efeito. Para o estudante que pretende prosseguir estudos, a Licenciatura em Economia da FEP fornece uma sólida formação que lhe permite aceder, com garantia de sucesso, a qualquer Mestrado nas áreas da economia ou da gestão, seja na FEP, seja em qualquer outra reputada universidade, no país ou no exterior.",,Licenciatura,6 Semestres / 180 ECTS
61,https://sigarra.up.pt/fbaup/pt/cur_geral.cur_view?pv_curso_id=1338,Mestrado em Design da Imagem ,"O Mestrado em Design da Imagem da FBAUP é um curso pluridisciplinar de ensino e de investigação nas áreas de design de cidadania, novos media, ilustração, fotografia, cinema e cultura visual. A partir de aulas teóricas e práticas, os estudantes desenvolvem projetos de investigação aplicada focados em princípios de valorização social, cultural e histórica.","Design de Comunicação, Design e Cidadania, Fotografia, Cinema, Novos Media, Ilustração, Investigação Científica, Docência.",Mestrado,4 Semestres / 120 ECTS
26,https://sigarra.up.pt/fep/pt/cur_geral.cur_view?pv_curso_id=1046,Licenciatura em Gestão ,"A Licenciatura em Gestão tem como principal objetivo proporcionar a aquisição de conhecimentos e o desenvolvimento de competências transversais, que permitam aos estudantes uma entrada qualificada no mercado de trabalho, desempenhando funções de gestão em diversas organizações, em variadas áreas como a financeira, comercial e marketing, operações, e de recursos humanos. Para além de uma sólida formação nos vários domínios das ciências empresariais e da economia, o curso beneficia do contributo de outras disciplinas das ciências sociais, do direito, da matemática e da gestão da informação. Integra ainda unidades curriculares orientadas para o desenvolvimento de competências pessoais e sociais (soft skills). São estes os conhecimentos que consideramos indispensáveis para a tomada de decisão em ambientes culturais, sociais e ambientais muito diversos, em contexto internacional e em constante mudança.A Licenciatura em Gestão permite, ainda, a obtenção de um duplo grau (de licenciado) com a Universidade de São Paulo, Brasil, uma das Universidades mais prestigiadas da América Latina.",,Licenciatura,6 Semestres / 180 ECTS
27,https://sigarra.up.pt/feup/pt/cur_geral.cur_view?pv_curso_id=22801,Licenciatura em Bioengenharia ,"O curso de Bioengenharia da U.Porto prepara-te para a resolução multidisciplinar de problemas de biomedicina e de biotecnologia industrial, sob as perspetivas da engenharia de processos e engenharia molecular. Após um tronco comum de três anos, poderás enveredar por um de três ramos ou especializações: Engenharia Biomédica, Biológica e Biotecnologia Molecular.","Ramo Engenharia Biomédica - instrumentação biomédica, processamento e análise de sinais e imagens biomédicas, dispositivos médicos (próteses externas e internas), engenharia de tecidos (nomeadamente para medicina regenerativa) telemedicina, bioinformática, robótica médica (cirurgia minimamente invasiva), e biónica.Ramo Engenharia Biológica - indústrias de processos químico-biológicos (farmacêutica, alimentar, cosméticos, aromas) e de valorização de materiais naturais (madeira, couro, materiais e produtos de origem marinha), ambiente e saúde ambiental (tratamento de resíduos contaminados, qualidade ambiental em unidades hospitalares e empresas da área da saúde).Ramo Biotecnologia Molecular- sectores onde é prioritário a conceção e desenvolvimento de novos produtos com base em biologia molecular, particularmente fármacos e sistemas de diagnóstico.",Licenciatura,6 Semestres / 180 ECTS
28,https://sigarra.up.pt/feup/pt/cur_geral.cur_view?pv_curso_id=22802,Licenciatura em Engenharia Civil ,"Reunindo uma formação de base sólida e forte conteúdo científico, com um forte ênfase na interação entre teoria e prática, o curso de Engenharia Civil prepara-te para lidares com uma ampla gama de temas complexos e para iniciares uma carreira profissional em organizações públicas e privadas, ou na investigação científica.","As saídas profissionais principais para os licenciados em Engenharia Civil consistem no projecto, execução, fiscalização, coordenação e controlo de:obras públicas, nomeadamente edifícios, vias de comunicação rodoviária e ferroviária, pontes e viadutos, aproveitamentos hidráulicos e obras de saneamento básico,obras privadas, sobretudo edifícios de habitação, edifícios industriais e infra-estruturas.",Licenciatura,6 Semestres / 180 ECTS
29,https://sigarra.up.pt/feup/pt/cur_geral.cur_view?pv_curso_id=22902,Licenciatura em Engenharia de Materiais ,"Na Licenciatura em Engenharia de Materiais, encontrarás uma sólida formação em Ciências dos Materiais, Caracterização, Tecnologia e Processamento, Projeto, Gestão e Inovação em Materiais, que te permitirá contribuir – em contexto de Indústria, Serviços ou na Investigação – para o avanço tecnológico em áreas tão diversas como a indústria automóvel, aeroespacial, petroquímica, biomédica ou eletrónica.","Os diplomados em Engenharia de Materiais têm encontrado colocação adequada às suas qualificações na Indústria, nos Serviços e na Investigação. As principais saídas profissionais abrangem um conjunto largo de empresas com necessidade de especialistas em metais, polímeros, cerâmicos e compósitos, processamento de metais, fundição, tratamentos térmicos, corrosão e aplicação de revestimentos, projeto de componentes, inspeção, ensaios e certificação de sistemas, gestão ambiental e tratamento de resíduos, gestão de operações e melhoria contínua.",Licenciatura,6 Semestres / 180 ECTS
